punit_idx,E[N],1,2,3,4,5,6
34,0.44608522977139514,0.602618203,0.354698724,0.602618203,0.554677459,,
88,0.5255285600135433,0.303585458,,,,,
90,1.025628823793909,0.241126178,0.679654055,0.429890303,0.303585458,,
15,0.6615962261538567,0.47756148,0.710300061,,,,
17,0.6443190651370277,0.426455835,0.426455835,,,,
92,0.8413602235906587,0.302415181,0.258261644,0.302415181,,,
72,0.8074125776264894,0.104654898,,,,,
35,0.5698714163729398,0.737668953,0.696160728,,,,
13,0.6054298518646631,1.052356341,1.172203416,,,,
81,0.8459113395264919,0.484830596,0.44347814,,,,
83,0.5614231809827926,0.332597832,0.332597832,,,,
85,0.6174901514551543,0.464666176,0.464666176,,,,
16,0.6345043949268032,0.426455835,0.710300061,,,,
3,1.1808163538484096,0.607520842,0.819278898,0.607520842,0.819278898,,
33,0.5779970330758022,0.354698724,0.602618203,0.325672856,,,
52,1.0465407948454726,0.198553665,0.613265541,0.198553665,,,
39,0.6534246668614756,0.628415368,0.628415368,0.628415368,,,
81,0.8459113395264919,0.44347814,0.484830596,,,,
103,0.679593441366325,0.138968999,,,,,
86,0.9599353263562733,0.258261644,0.527881884,,,,
92,0.8413602235906587,0.258261644,0.258261644,,,,
42,0.529368639501321,1.019310921,,,,,
101,0.5067491902793647,0.682465094,0.486906039,0.486906039,,,
37,0.9825743841010064,0.737668953,0.737668953,0.593275359,0.737668953,,
57,0.6329180985770271,0.560787648,0.560787648,0.339220439,,,
52,1.0465407948454726,0.35178314,0.613265541,0.386243281,0.198553665,,
23,0.48582753060266093,0.796180269,0.796180269,,,,
47,0.3995533627902246,0.751646477,,,,,
41,0.422903384015376,0.323861484,,,,,
9,0.9813780281991733,0.550679229,0.819278898,0.550679229,0.819278898,,
3,1.1808163538484096,0.550679229,0.917320965,0.550679229,0.819278898,0.374762937,0.374762937
5,0.7962450010605908,0.917320965,,,,,
39,0.6534246668614756,0.628415368,0.628415368,0.929623072,,,
100,0.9388821091339383,0.486906039,0.682465094,0.486906039,0.682465094,0.682465094,
53,0.5536357650931865,0.593733517,,,,,
79,1.002492400250439,0.28463147,0.309618054,0.232096649,,,
7,0.5201839141551337,0.613532994,,,,,
29,0.7001678193659817,0.416770886,0.659158624,,,,
3,1.1808163538484096,0.819278898,0.104654898,0.819278898,0.550679229,,
